45.022054;48.04128507;NaN;NaN;47.58964168;43.3204861;NaN;33.95453945;NaN;30.30155293;32.10257573;35.08892182;37.80735724;39.55503062;42.92623986;NaN;NaN;NaN;NaN;67.81860612;67.35414239;67.90297843;69.17859707;68.73321583;67.1928892;NaN;NaN;68.18416928;67.90993348;65.32324751;62.23560969;NaN;52.61469135;NaN;45.19338722;46.11750785;47.441915;49.71969078;51.49142963;NaN;NaN;NaN;NaN;NaN;46.0185122;42.40535034;41.59289232;42.81605569;43.66137315;45.95899757
49.33808719;NaN;53.71282228;51.70476234;47.81871594;44.70111345;41.2828664;37.35876764;NaN;NaN;NaN;36.61665364;37.90920321;39.02656142;42.63747063;NaN;53.84790644;NaN;63.40971281;NaN;66.97565792;69.08294917;70.23074776;69.95504628;69.27180728;68.60645891;NaN;NaN;NaN;NaN;NaN;57.58167387;50.53779719;44.22686928;41.87829479;NaN;46.44646713;50.34104392;NaN;51.32353053;NaN;49.52434849;NaN;48.4089768;NaN;42.24770979;NaN;44.01492377;45.83347174;NaN
52.57137696;54.31915583;NaN;49.50048521;46.4342195;45.01253547;NaN;41.36780013;39.45562877;37.91851066;37.90021787;38.5836854;38.12492718;38.00107146;40.48490968;45.11683798;50.88310115;56.59636755;60.55187608;NaN;67.0284358;69.48918217;69.89475513;69.83586149;NaN;67.94979481;67.93938569;69.02016331;NaN;NaN;61.04674457;56.41846715;NaN;NaN;NaN;42.30030729;NaN;48.28152612;49.380177;50.72872164;NaN;50.27157603;NaN;47.79505758;46.00364064;45.02294545;46.52875652;NaN;NaN;52.46611087
55.56358132;55.76130981;51.82084402;46.51053928;43.62097769;42.86629226;43.19760882;NaN;43.45809816;42.44581236;42.44300238;NaN;NaN;38.34834492;37.95407288;40.92105489;NaN;52.37916855;56.06184104;60.54641522;NaN;67.43120787;NaN;NaN;68.97535688;67.58708369;67.46938287;NaN;NaN;65.55884697;61.28537288;56.60927342;NaN;46.82101129;42.95996347;43.12766852;45.02459357;44.98305779;NaN;48.68822065;51.70223734;51.95717436;NaN;NaN;NaN;NaN;51.69171213;53.39147053;54.38019404;54.49871388
58.10680763;57.04639429;NaN;NaN;44.17053639;42.82291978;NaN;45.66680918;45.93318973;45.13887077;NaN;43.12753601;40.60573844;36.96148857;NaN;37.08869046;NaN;NaN;51.28699048;NaN;NaN;64.06013406;NaN;NaN;65.53072483;64.65186757;NaN;NaN;67.48980333;66.05959487;NaN;58.57084329;NaN;NaN;NaN;44.73134057;NaN;NaN;39.67668927;NaN;NaN;50.53572328;NaN;NaN;55.422164;NaN;NaN;58.64140815;58.73669192;57.41250396
NaN;57.78532002;53.16272097;48.99877643;45.1819208;42.62041506;42.44726597;43.28732118;43.70055147;NaN;NaN;41.78113231;39.58982099;35.46779468;32.94557028;35.73783524;40.26713111;42.44856936;45.45987835;51.4972165;56.30994088;57.52561287;NaN;58.97105448;NaN;61.24384671;NaN;NaN;66.61180596;NaN;NaN;59.27486509;55.57832845;49.79029883;45.64144067;NaN;41.63638595;37.85354929;36.48340551;38.80490001;NaN;50.69320166;56.70873516;61.08805858;64.03388319;64.99189579;NaN;NaN;62.56743426;61.02050995
60.61433001;56.92057369;NaN;50.28195161;NaN;NaN;NaN;NaN;38.94864708;39.33879117;39.58195651;39.8528043;NaN;NaN;33.46798331;37.26638698;NaN;42.38199292;NaN;47.38272852;50.26431292;NaN;51.93786844;53.47928293;56.48740011;58.75430673;59.77408067;61.718183;63.59295078;62.6146639;60.25995549;58.38612228;NaN;50.80846846;NaN;44.3278148;NaN;NaN;NaN;39.44183298;NaN;52.994372;60.80149482;67.58210701;72.43222704;NaN;NaN;70.56427511;67.79495732;NaN
60.47760295;57.1563623;53.94463128;NaN;NaN;NaN;38.43355059;NaN;35.24912143;37.14158318;NaN;42.00419242;41.62223916;NaN;38.76792918;42.0416481;45.12555208;45.93165777;45.05871062;44.02794965;44.20645819;NaN;NaN;49.51692139;55.2171021;58.65147463;NaN;NaN;59.5628272;NaN;56.84755124;NaN;NaN;48.77344072;46.11318927;42.81960273;40.77779015;40.73114906;NaN;43.84219173;49.94466266;57.96835676;65.80209798;NaN;77.33575815;NaN;77.57095031;73.64751913;69.84470559;69.46953577
58.41645241;NaN;53.55750176;NaN;46.33196631;NaN;NaN;35.16187287;NaN;39.68529338;42.7885333;45.1000825;45.14108542;43.93105302;NaN;44.92528608;NaN;47.29715619;44.35759279;NaN;39.94283605;NaN;NaN;45.94424985;52.94835454;NaN;55.76793106;NaN;52.89237727;52.69824938;NaN;NaN;46.2449511;45.42242167;43.85609169;NaN;42.31113121;43.87423543;45.14050161;48.12292312;54.01734409;61.33968513;68.5633949;74.08708169;NaN;78.44592554;NaN;NaN;NaN;71.73627847
NaN;54.91911878;51.0503957;46.74843693;43.51665539;39.84641797;36.8805415;37.71628728;41.6169417;NaN;NaN;NaN;48.9751152;49.12344672;47.81714549;46.19285292;45.86386031;44.1215346;39.45124545;36.13016289;36.109429;NaN;NaN;42.17435093;48.95998189;52.93244218;52.54251376;50.15926005;49.17833766;49.58752352;48.03522114;44.60061698;42.80796563;NaN;41.19235515;NaN;NaN;45.64050753;48.7877942;53.41579799;59.23095035;65.79392167;NaN;NaN;75.66293368;76.14127869;NaN;73.58102698;72.31803687;NaN
